Peyton Manning,QB,25.1
Aaron Rodgers,QB,23.6
Drew Brees,QB,22.9
Colin Kaepernick,QB,21.2
Matthew Stafford,QB,20.5
Robert Griffin III,QB,19.2
Cam Newton,QB,19.2
Matt Ryan,QB,18.8
Eli Manning,QB,18.4
Tony Romo,QB,18.4
Andrew Luck,QB,17.9
Tom Brady,QB,17.8
Andy Dalton,QB,17.4
Sam Bradford,QB,17
Terrelle Pryor,QB,17
Matt Schaub,QB,16.9
Philip Rivers,QB,16.3
Russell Wilson,QB,16.3
Carson Palmer,QB,16.1
Ryan Tannehill,QB,15.1
Jay Cutler,QB,14.7
Joe Flacco,QB,14.1
E.J. Manuel,QB,13.5
Ben Roethlisberger,QB,13.4
Jake Locker,QB,13.2
Geno Smith,QB,12.2
Josh Freeman,QB,11.9
Christian Ponder,QB,11.5
Brian Hoyer,QB,9.1
Chad Henne,QB,6.7
Brandon Weeden,QB,2.4
Brock Osweiler,QB,0.2
Nick Foles,QB,0.1
Shaun Hill,QB,0
Josh Johnson,QB,0
Ryan Mallett,QB,0
Tyrod Taylor,QB,0
Taylor Yates,QB,0
Luke McCown,QB,0
Curtis Painter,QB,0
Kyle Orton,QB,0
Domanique Davis,QB,0
Kirk Cousins,QB,0
Mike Glennon,QB,0
Seneca Wallace,QB,0
Chase Daniel,QB,0
Colt McCoy,QB,0
Charlie Whitehurst,QB,0
Kellen Clemens,QB,0
Drew Stanton,QB,0
Matt Moore,QB,0
Tarvaris Jackson,QB,0
Matt Flynn,QB,0
Matt Simms,QB,0
Blaine Gabbert,QB,0
Bruce Gradkowski,QB,0
Jeff Tuel,QB,0
Jason Campbell,QB,0
Matt Hasselbeck,QB,0
Ryan Fitzpatrick,QB,0
Josh McCown,QB,0
Derek Anderson,QB,0
Matt Cassel,QB,0
Ricky Stanzi,QB,0
Pat Devlin,QB,0
Alex Tanney,QB,0
Pat White,QB,0
Brady Quinn,QB,0
Matt Barkley,QB,0
McLeod Bethel-Thompson,QB,0
Ryan Nassib,QB,0
Zac Dysert,QB,0
Tyler Wilson,QB,0
Sean Renfree,QB,0
Landry Jones,QB,0
B.J. Daniels,QB,0
Greg McElroy,QB,0
Joe Webb,QB,0
Kellen Moore,QB,0
Ryan Lindley,QB,0
Brad Sorensen,QB,0
Scott Tolzien,QB,0
Seth Doege,QB,0
Kevin Kolb,QB,0
Dan Orlovsky,QB,0
Graham Harrell,QB,0
Case Keenum,QB,0
Matt Scott,QB,0
Jimmy Clausen,QB,0
Zac Robinson,QB,0
Rusty Smith,QB,0
Chandler Harnish,QB,0
Thaddeus Lewis,QB,0
Tyler Bray,QB,0
Jerrod Johnson,QB,0
Rex Grossman,QB,0
Mark Sanchez,QB,0
Matt McGloin,QB,0
Marshawn Lynch,RB,19.7
Adrian Peterson,RB,19.1
